#20 VOA ICF/MR|VOA20|1000 CHURCH STREET|HUNTSVILLE|35805||34.74334|-86.596032|638.41|NURSING HOME|MADISON||
#40 VOA ICF/MR|VOA40|1557 HIGHWAY 31 NORTHWEST|HARTSELLE|35640||34.460862|-86.948515|722.09|NURSING HOME|MORGAN||
ABBEVILLE FIRE & RESCUE|ABFR|201 BRADLEY ST|ABBEVILLE|36310||31.570942|-85.247838|448.01|EMS|HENRY||
EMERGYSTAT OF DALLAS COUNTY|EMDC|1013 MEDICAL CENTER PKWY|SELMA|36701||32.430607|-87.056193|153.9|EMS|DALLAS||
ENERGYSTAT AMBULANCE DALLAS|EAD||VERNON|35592||0|0|-1|EMS|LAMAR||
ENGLEWOOD HEALTH CARE CENTER|EHCC|2046 SOUTH ALABAMA AVENUE|MONROEVILLE|36460||31.500587|-87.319221|382.59|NURSING HOME|MONROE||
ENTERPRISE CHILDREN'S  CENTER|SARHA|105 EAST WATTS STREET|ENTERPRISE|36330|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|PIKE||0
ENTERPRISE FIRE DEPARTMENT|ENFD|501 S MAIN ST|ENTERPRISE|36330||31.312182|-85.851934|354.73|EMS|COFFEE||
ENTERPRISE NURSING HOME|ENH|300 PLAZA DRIVE|ENTERPRISE|36331||31.30361|-85.837347|362.16|NURSING HOME|COFFEE||
ENTERPRISE RESCUE INC.|ERI|28 1/2 BOLL WEEVIL CIRCLE|ENTERPRISE|36331||31.3345|-85.85058|382.23|EMS|COFFEE||
ENTERPRISE VOLUNTEER FIRE & RESCUE|EVFR|6162 CO RD 24|VERBENA|36091||32.735137|-86.617261|673.62|EMS|CHILTON||
ESCAMBIA COUNTY HIGH SCHOOL|ECHS|1215 S PRESLEY STREET|ATMORE|36502|251-368-9105|31.0077344|-87.4879385|500|EVACUEE SHELTER|ESCAMBIA||
ESTES NURSING FACILITY, NORTHWAY|ENFN|1424 NORTH 25TH STREET|BIRMINGHAM|35234||33.533657|-86.809857|653.02|NURSING HOME|JEFFERSON||
EUFAULA INTERNAL MEDICINE|SARHA|826 W WASHINGTON AVENUE|EUFAULA|36027|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|PIKE||0
EUFAULA RESCUE SQUAD|EURS|115 S ORANGE AVE|EUFAULA|36027||31.883063|-85.142037|259.59|EMS|BARBOUR||
EVERGREEN ELEMENTARY SCHOOL|EES|821 W FRONT STREET|EVERGREEN|36401|251-578-2576|31.4385733|-86.9508477|500|EVACUEE SHELTER|CONECUH||
EVERGREEN MEDICAL CENTER|EMC|101 CRESTVIEW AVENUE|EVERGREEN|36401||31.431745|-86.940652|273.62|HOSPITAL|CONECUH||6530415
EVERGREEN NURSING HOME|ENH|100 SANDERS DRIVE|EVERGREEN|36401||31.4243|-86.9442|259.49|NURSING HOME|CONECUH||
EXTENDICARE HEALTH CENTER|EHC|950 SOUTH ST. ANDREWS STREET|DOTHAN|36302||31.210122|-85.390826|310.24|NURSING HOME|HOUSTON||
FAIR HAVEN NORTH|FHN|1516 COOPER HILL ROAD|BIRMINGHAM|35210||33.524423|-86.726864|741.52|NURSING HOME|JEFFERSON||
FAIR HAVEN RETIREMENT CENTER|FHRC|1424 MONTCLAIR ROAD|BIRMINGHAM|35210||33.522595|-86.729203|742.58|NURSING HOME|JEFFERSON||
FAIRFIELD NURSING AND REHABILITATION CENTER|FNRCR|6825 GRASSELLI ROAD|FAIRFIELD|35064||33.470229|-86.923006|624.28|NURSING HOME|JEFFERSON||
FAIRHOPE HIGH SCHOOL|FHS|1 PIRATE DRIVE|FAIRHOPE|36532|251-928-8309|30.49811|-87.8848|0|EVACUEE SHELTER|BALDWIN||
FAIRHOPE SATELLITE COURTHOUSE|FSC|1100 FAIRHOPE AVE|FAIRHOPE|36532||30.524764|-87.879016|-1|EVACUEE SHELTER|BALDWIN||
FAIRVIEW AT REDSTONE VILLAGE|FARV|12000 TURNMEYER DRIVE|HUNTSVILLE|35803||34.6159|-86.5674|601.68|NURSING HOME|MADISON||
FAIRVIEW FIRE AND RESCUE 8|FFR8|9397 CO RD 37|CLANTON|35045||32.789782|-86.717035|693.7|EMS|CHILTON||
FAIRVIEW HEALTH AND REHABILITATION CENTER|FHRC|1028 BESSEMER ROAD|BIRMINGHAM|35228||33.475127|-86.900263|653.88|NURSING HOME|JEFFERSON||
FAITH EMS|FEMS|403 RIVER FALLS ST|ANDALUSIA|36420||31.311973|-86.489547|325.86|EMS|COVINGTON||
FALKVILLE HEALTH CARE CENTER|FHCC|THIRD STREET|FALKVILLE|35622||34.368838|-86.909299|600.59|NURSING HOME|MORGAN||
FAMILY CLINIC|FC|318 COFFEE AVE.|RUSSELLVILLE|35653|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|FRANKLIN||0
FAMILY ORIENTED PRIMARY HEALTH CARE CLINIC|FOPHC|251 North Bayou Street|Mobile|36652||30.692426|-88.054848|11.15|COMMUNITY HEALTH CENTERS|MOBILE||
FAMILY RURAL MEDICAL CLINIC|SCFGM|125 CHURCH ST.|GEORGIANA|36603|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|MONTGOMERY||0
FATHER PURCELL MEMORIAL EXCEPTIONAL CHILDREN'S CENTER|FPMEC|2048 WEST FAIRVIEW AVENUE|MONTGOMERY|36108||32.351537|-86.327478|216.53|NURSING HOME|MONTGOMERY||
FATHER WALTER MEMORIAL CHILD CARE CENTER|FWMCC|2815 FORBES DRIVE|MONTGOMERY|36110||32.423836|-86.287653|204.46|NURSING HOME|MONTGOMERY||
FAYETTE MEDICAL CENTER|FMC|1653 TEMPLE AVENUE NORTH |FAYETTE |35555||33.707025|-87.824505|364.32|HOSPITAL|FAYETTE||6530425
FAYETTE MEDICAL CENTER AMBULANCE|FMCA|1653 TEMPLE AVE N|FAYETTE|35555||33.707396|-87.824138|363.68|EMS|FAYETTE||
FAYETTE MEDICAL CENTER LONG TERM CARE UNIT|FMCLT|1653 TEMPLE AVENUE, NORTH|FAYETTE|35555||33.707396|-87.824138|363.68|NURSING HOME|FAYETTE||
FIRST UNITED METHODIST CHURCH, GRACE BUILDING|FUMC|305 IDA AVENUE|OPP|36467|334-493-9731|31.2837382|-86.251968|100|EVACUEE SHELTER|COVINGTON||
FLORALA EMERGENCY MEDICAL SERVICES|FEMS|1203  E 6TH AVE|FLORALA|36442||31.004902|-86.3222|240.71|EMS|COVINGTON||
FLORALA HEALTH AND REHABILITATION, LLC|FHRL|23621 GOLDENROD AVENUE|FLORALA|36442||31.0025|-86.3302|270.47|NURSING HOME|COVINGTON||
FLORALA MEMORIAL HOSPITAL|FMH|24273 FIFTH AVENUE|FLORALA|36442||31.010713|-86.336047|298.03|HOSPITAL|COVINGTON||6530430
FLORENCE NURSING AND REHABILITATION CENTER|FNRC|2107 CLOYD BOULEVARD|FLORENCE|35630||34.836526|-87.648844|608.74|NURSING HOME|LAUDERDALE||
FLOWERS HOSPITAL|FLH|4370 WEST MAIN STREET|DOTHAN|36302||31.228375|-85.427533|306.84|HOSPITAL|HOUSTON||6530350
FLOYD E. "TUT" FANN STATE VETERANS HOME|FFSVH|2701 MERIDIAN STREET|HUNTSVILLE|35811||34.757625|-86.578125|693.98|NURSING HOME|MADISON||
FMC - GARDENDALE|F-G|592 FIELDSTOWN ROAD|GARDENDALE|35071||33.652245|-86.821573|-1|DIALYSIS CENTER|JEFFERSON||
FMC - MAGNOLIA|F-M|7940 MOFFAT RD|SEMMES|36575||30.76474|-88.228209|-1|DIALYSIS CENTER|MOBILE||
FMC - NORWOOD|F-N|1424 NORTH CARRAWAY BLVD|BIRMINGHAM|35234||33.53375|-86.807848|-1|DIALYSIS CENTER|JEFFERSON||
FMC - PORT CITY DIALYSIS|F-PCD|201 ST. JOSEPH STREET, STE F|MOBILE|36602||30.69513|-88.043294|-1|DIALYSIS CENTER|MOBILE||
FMC OF MONROEVILLE|FOM|676 S ALABAMA AVE|MONROEVILLE|36460||31.519112|-87.323023|-1|DIALYSIS CENTER|MONROE||
FMCNA ALEXANDER CITY|FAC|52 WATERWORKS RD|DADEVILLE|36863||32.836954|-85.767066|-1|DIALYSIS CENTER|TALLAPOOSA||
FOLEY SATELLITE COURTHOUSE|FYSC|201 EAST SECTION STREET|FOLEY|36535||30.415186|-87.68373|-1|EVACUEE SHELTER|BALDWIN||
FOREST MANOR, INC.|FMI|2215 32ND STREET|NORTHPORT|35476||33.238715|-87.579478|243.41|NURSING HOME|TUSCALOOSA||
FORESTDALE FIRE DISTRICT|FOFD|751 HEFLIN AVE E|BIRMINGHAM|35214||33.574563|-86.886765|645.63|EMS|JEFFERSON||
FORT PAYNE FIRE RESCUE|FPFR|200 14TH ST NE|FORT PAYNE|35967||34.453299|-85.710379|931.81|EMS|DEKALB||
FORT PAYNE PRIMARY HEALTH CENTER|NAHS-|3840 GUALT AVENUE|FORT PAYNE|35976|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|JACKSON||0
FORT RUCKER EMERGENCY MEDICAL SERVICE|FREMS|BLDG 301 DUSTOFF ST|FORT RUCKER|36362||31.32838|-85.72326|329.5|EMS|DALE||
FRANKLIN PRIMARY HEALTH|FPH|1303 DR MARTIN L KING JR AVE|MOBILE|36603||0|0|-1|COMMUNITY HEALTH CENTERS|MOBILE||
FRANKLIN-SOUTHERN RURAL HEALTH CARE CONSORTIUM|SRHCC|508 ST. CLAIR ST.|RUSSELLVILLE|35653|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|FRANKLIN||0
FRANKLIN-SOUTHERN RURAL HOME HEALTH CARE|SRHHC|508 ST. CLAIR ST.|RUSSELLVILLE|35653|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|FRANKLIN||0
FRESENIUS BAY MINETTE|FBM|2505 HAND AVE.|BAY MINETTE|36507||30.908429|-87.786115|-1|DIALYSIS CENTER|BALDWIN||
FRESENIUS CAMELLIA|FC|108 LV STABLER DR|GREENVILLE|36037||31.829554|-86.64773|-1|DIALYSIS CENTER|BUTLER||
FRESENIUS CHAMBERS|FC|802 HOSPITAL ST|LAFAYETTE|36862||32.883774|-85.41233|-1|DIALYSIS CENTER|CHAMBERS||
FRESENIUS CHASE DIALYSIS CENTER|FCDC|1849 KEATS DRIVE NORTHWEST|HUNTSVILLE|35801||34.756975|-86.596053|-1|DIALYSIS CENTER|MADISON||
FRESENIUS CHILTON PEACH|FCP|107 MEDICAL CENTER DRIVE|CLANTON|35045||32.85489|-86.622861|-1|DIALYSIS CENTER|CHILTON||
FRESENIUS DAUPHIN ISLAND PARKWAY|FDIP|2381 DAUPHIN ISLAND PKWY|MOBILE|36605||30.624528|-88.086861|-1|DIALYSIS CENTER|MOBILE||
FRESENIUS DISCOVERY DIALYSIS|FDD|1131 EAGLETREE LN, STE 100|HUNTSVILLE|35801||34.695995|-86.581114|-1|DIALYSIS CENTER|MADISON||
FRESENIUS EAST MOBILE|FEM|1653 SPRINGHILL AVE|MOBILE|36604||30.692133|-88.076512|-1|DIALYSIS CENTER|MOBILE||
FRESENIUS EASTERN SHORE|FES|917 PLANTATION BLVD|FAIRHOPE|36532||30.526351|-87.885583|-1|DIALYSIS CENTER|BALDWIN||
FRESENIUS HUNTSVILLE|FH|2325 PANSY ST SUITE C|HUNTSVILLE|35801||34.714288|-86.577545|-1|DIALYSIS CENTER|MADISON||
FRESENIUS JACKSON|FJ|215 WALKER SPRINGS RD|JACKSON|36545||31.557392|-87.874978|-1|DIALYSIS CENTER|CLARKE||
FRESENIUS LANGDALE|FL|8 MEDICAL PARK|VALLEY|36854||32.824285|-85.16899|-1|DIALYSIS CENTER|CHAMBERS||
FRESENIUS MEDICAL CARE|FMC|6420 HILLCREST PARK CT.|MOBILE|36695||30.662829|-88.191145|-1|DIALYSIS CENTER|MOBILE||
FRESENIUS MEDICAL CARE|FMC|211 E. UNIVERSITY DRIVE|AUBURN|36832||32.580118|-85.488027|-1|DIALYSIS CENTER|LEE||
FRESENIUS MEDICAL CARE|FMC|200 OXMOOR CT. STE. 200|BIRMINGHAM|35209||33.441145|-86.843592|-1|DIALYSIS CENTER|JEFFERSON||
FRESENIUS MONTGOMERY|FM|255 S JACKSON STREET|MONTGOMERY|36104||32.374282|-86.296433|-1|DIALYSIS CENTER|MONTGOMERY||
FRESENIUS MONTGOMERY BAPTIST|FMB|1400 NARROW LANE PKWY|MONTGOMERY|36111||32.333181|-86.28323|-1|DIALYSIS CENTER|MONTGOMERY||
FRESENIUS ODYSSEY|FO|40 HUGHES RD|MADISON|35758||34.689649|-86.73529|-1|DIALYSIS CENTER|MADISON||
FRESENIUS OF DALLAS COUNTY|FODC|200 SOUTH PARK PLACE|SELMA|36701||32.425367|-87.055835|-1|DIALYSIS CENTER|DALLAS||
FRESENIUS OPELIKA|FO|122 N 20TH ST BLDG 21|OPELIKA|36802||32.635603|-85.40373|-1|DIALYSIS CENTER|LEE||
FRESENIUS PARKWAY|FP|1311 N MEMORIAL PKWY, STE 100|HUNTSVILLE|35801||34.745683|-86.601022|-1|DIALYSIS CENTER|MADISON||
FRESENIUS PRICHARD|FP|1079 BESSEMER AVE|PRICHARD|36610||30.74661|-88.097611|-1|DIALYSIS CENTER|MOBILE||
FRESENIUS SELMA|FS|905 MEDICAL CENTER PKWY|SELMA|36701||32.427072|-87.0515|-1|DIALYSIS CENTER|DALLAS||
FRESENIUS THOMASVILLE|FT|30230 HIGHWAY 43|THOMASVILLE|36784||34.836306|-87.645438|-1|DIALYSIS CENTER|CLARKE||
FRESENIUS TOULMINVILLE|FT|2056 DR MARTIN LUTHER KING JR AVE|MOBILE|36617||30.714575|-88.080039|-1|DIALYSIS CENTER|MOBILE||
FRESENIUS TROY|FT|606 BOTTS AVE|TROY|36081||31.785315|-85.954169|-1|DIALYSIS CENTER|PIKE||
FRESENIUS TUSKEGEE|FT|802 E MARTIN LUTHER KING HWY|TUSKEGEE|36083||32.428253|-85.68164|-1|DIALYSIS CENTER|MACON||
FRESENIUS UNIVERSITY OF SOUTH ALABAMA|FUOSA|1925 HEALTH SERVICES DR|MOBILE|36688||32.15585|-1|-1|DIALYSIS CENTER|MOBILE||
FRESENIUS WEST MOBILE|FWM|6601 WALL STREET, STE A|MOBILE|36695||30.67045|-88.194204|-1|DIALYSIS CENTER|MOBILE||
FRESENIUS WILCOX|FW|229 CAMDEN BYPASS|CAMDEN|36726||31.99834|-87.279897|-1|DIALYSIS CENTER|WILCOX||
FULTONDALE FIRE & RESCUE SERVICE|FFRS|1220 WALKER CHAPEL RD|FULTONDALE|35068||33.607763|-86.800779|696.28|EMS|JEFFERSON||
FYFFEE PRIMARY HEALTH CENTER|NAHS-|34617 AL HWY 75|FYFFE|35971|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|JACKSON||0
GADSDEN ETOWAH EMS, INC.|GEEMS|302 N HOOD AVE|GADSDEN|35903||34.011609|-85.992037|495.51|EMS|ETOWAH||
GADSDEN FAMILY & STUDENT HEALTH SOULTIONS|QLHS-|927 RALEY STREET|GADSDEN|35903|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|ETOWAH||0
GADSDEN FIRE DEPARTMENT|GAFD|322 WALNUT ST|GADSDEN|35901||34.01013|-86.003904|537.75|EMS|ETOWAH||
GADSDEN HEALTH AND REHAB CENTER|GHRC|1945 DAVIS DRIVE|GADSDEN|35904||33.989679|-86.029125|529.12|NURSING HOME|ETOWAH||
GADSDEN REGIONAL MEDICAL CENTER|GRMC|1007 GOODYEAR AVENUE|GADSDEN|35903||34.009497|-85.970809|544.9|HOSPITAL|ETOWAH||6530460
GALLANT VOLUNTEER FIRE DEPARTMENT|GVFD|9090 GALLANT RD|GALLANT|35972||34.005829|-86.217307|745.04|EMS|ETOWAH||
GALLERIA WOODS SKILLED NURSING FACILITY|GWSNF|3850 GALLERIA WOODS DRIVE|HOOVER|35244||33.368503|-86.817186|469.24|NURSING HOME|JEFFERSON||
GAMBRO HEALTHCARE SE DIVISION|GHSD|403 W. BYPASS|ANDALUSIA|36420||31.307878|-86.499315|-1|DIALYSIS CENTER|COVINGTON||
GAMBRO RENAL PRODUCTS INC.|GRPI|1101 JETER AVENUE|OPELIKA|36801||32.656084|-85.34752|-1|DIALYSIS CENTER|LEE||
GANTT AREA RESCUE SQUAD|GARS|28905 COMMERCE ST|GANTT|36038||31.4226|-86.4301|303.75|EMS|COVINGTON||
GAP OF THE MOUNTAIN FIRE AND RESCUE|GMFR|768 CO RD 55|CLANTON|35046||32.917005|-86.602564|546.78|EMS|CHILTON||
GARDENDALE FIRE & RESCUE|GAFR|1811 DECATUR HWY|GARDENDALE|35071||33.666746|-86.815605|636.92|EMS|JEFFERSON||
GARDENDALE MNS|GRMNS|857 MAIN ST|GARDENDALE|35071||37.0625|-95.677068|-1|MEDICAL NEEDS SHELTER|JEFFERSON||
GEMS AMBULANCE|GEMSA|321 GREENVILLE BYPASS|GREENVILLE|36037||31.847325|-86.625425|458.48|EMS|BUTLER||
GENERATIONS OF RED BAY|CCRB|106 10TH AVENUE NORTH|RED BAY|35582|256-356-4982|34.450078|-88.138476|555.58|NURSING HOME|FRANKLIN||
GENERATIONS OF VERNON|CCV|1050 CONVALESCENT ROAD|VERNON|35592|205-695-9313|33.723453|-88.171445|404.07|NURSING HOME|LAMAR||
GENEVA RESCUE SQUAD|GERS|701 S COMMERCE ST|GENEVA|36340||31.031464|-85.862784|99.77|EMS|GENEVA||
GEORGE H. LANIER MEMORIAL NURSING HOME|GLMNH|4800 48TH STREET|VALLEY|36864||32.823837|-85.169663|630.36|NURSING HOME|CHAMBERS||6530580
GEORGIANA FIRST BAPTIST CHURCH|GFBC|411 MEETING AVENUE|GEORGIANA|36033|334-376-2572|31.6430692|-86.7442534|0|EVACUEE SHELTER|BUTLER||
GEORGIANA HEALTH AND REHABILITATION, LLC|GHRL|206 PALMER AVENE|GEORGIANA|36033||31.639746|-86.736346|280.11|NURSING HOME|BUTLER||
GEORGIANA HOSPITAL|GH|515 MIRANDA STREET|GEORGIANA|36033||31.640581|-86.742682|304.89|HOSPITAL|BUTLER||6530478
GEORGIANNA  MEDICAL CENTER|TCMC-|175 MORGAN STREET|GEORGIANNA|36033|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|CONECUH||0
GILBERTOWN MEDICAL CENTER||140 FRONT STREET, SUITE 4, P.O. BOX 237|GILBERTOWN|36908|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|MOBILE||0
GLEN HAVEN HEALTH AND REHABILITATION, LLC|GHHRL|2201 32ND STREET|NORTHPORT|35476||33.238676|-87.57936|243.41|NURSING HOME|TUSCALOOSA||
GLENCOE FIRE MEDICS|GFM|201 W CHASTAIN BLVD|GLENCOE|35905||33.957789|-85.934104|560.17|EMS|ETOWAH||
GLENN IRELAND II DEVELOPMENTAL CENTER|GIDC|91 BLACK CREEK ROAD|TARRANT|35217||33.608708|-86.768914|652.07|NURSING HOME|JEFFERSON||
GLENWOOD HEALTHCARE INC|GRCC|211 ANA DRIVE|FLORENCE|35630|56-766-8963|34.834803|-87.632084|613.49|NURSING HOME|LAUDERDALE||
GOODWATER AMBULANCE SERVICE|GAS|55 MAIN ST|GOODWATER|35072||33.063178|-86.053999|843.52|EMS|COOSA||
GOODWATER FAMILY HEALTH CENTER|HSI-G|252 S. MAIN STREET|GOODWATER|35072|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|MONTGOMERY||0
GOODWATER HEALTHCARE CENTER|GHC|100 SWINDALL PLACE|GOODWATER|35072||33.069|-86.0551|810.16|NURSING HOME|COOSA||
GOODYEAR GADSDEN EMT'S|GGEMT|922 E MEIGHAN BLVD|GADSDEN|35903||34.006749|-85.972598|525.29|EMS|ETOWAH||
GORDON OAKS HEALTH CARE CENTER, INC.|GOCC|3151-A KNOLLWOOD DRIVE|MOBILE|36693|251-661-7600|30.623521|-88.173383|142.17|NURSING HOME|MOBILE||
GRAND BAY CONVALESCENT HOME, INC.|GBCH|13750 HIGHWAY 90 WEST|GRAND BAY|36541||30.470021|-88.368992|49.23|NURSING HOME|MOBILE||
GRAYSVILLE FIRE & RESCUE|GRFR|246 S MAIN ST|GRAYSVILLE|35073||33.627352|-86.973356|593.88|EMS|JEFFERSON||
GREEN POND VOLUNTEER FIRE DEPARTMENT|GPVFD|19629 EASTERN VALLEY RD|WOODSTOCK|35188||33.213956|-87.133031|637.22|EMS|BIBB||
GREENBRIAR AT THE ALTAMONT SKILLED NURSING FACILITY|GASNF|2831 HIGHLAND AVENUE SOUTH|BIRMINGHAM|35205||33.505751|-86.78274|753.49|NURSING HOME|JEFFERSON||
GREENE COUNTY EMS|GCEMS|116 MAIN ST|EUTAW|35462||32.841141|-87.888218|214.11|EMS|GREENE||
GREENE COUNTY HOSPITAL|GCH|509 WILSON AVENUE |EUTAW|35462||32.842317|-87.890075|218.1|HOSPITAL|GREENE||6530401
GREENE COUNTY NURSING HOME|GCNH|509 WILSON AVENUE|EUTAW|35462||32.838499|-87.890327|207.96|NURSING HOME|GREENE||6530401
GREENVILLE FIRE DEPARTMENT|GRFD|200 CEDAR ST|GREENVILLE|36037||31.830163|-86.62402|452.83|EMS|BUTLER||
GREENVILLE MNS|GMNS|100 TIGER DRIVE|GREENVILLE|36037||31.829559|-86.64908|-1|MEDICAL NEEDS SHELTER|BUTLER||
GREG'S AMBULANCE SERVICE|GRAS|15375 AL HWY 157 SUITE E|MOULTON|35650||34.533368|-87.30179|637.93|EMS|LAWRENCE||
GRIEL MEMORIAL PSYCHIATRIC HOSPITAL|GMPH|2140 UPPER WETUMPKA ROAD|MONTGOMERY|36107||32.388966|-86.277329|274.92|HOSPITAL|MONTGOMERY||6530018
GROVE HILL MEMORIAL HOSPITAL|GHMH|295 SOUTH JACKSON STREET|GROVE HILL|36451||31.728819|-87.769248|431.04|HOSPITAL|CLARKE||6530505
GULF SHORES FIRE RESCUE|GSFR|1921 W 1ST ST|GULF SHORES|36547||30.24922|-87.69182|5.82|EMS|BALDWIN||
GUNTERSVILLE FIRE & RESCUE|GUFR|1745 BLOUNT AVE|GUNTERSVILLE|35976||34.340926|-86.307507|617.35|EMS|MARSHALL||
H E M S I|HEMSI|822 DEMASTERS AVE|HUNTSVILLE|35801||34.746163|-86.596014|634.71|EMS|MADISON||
H. E. SAVAGE MEMORIAL CENTER|HCH|553 DAUPHIN STREET|MOBILE|36602|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|MOBILE||0
HADLEY VISION CENTER||572 STANTON ROAD|MOBILE|36617|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|MOBILE||0
HALE COUNTY EMS|HCEMS|508 GREENE ST|GREENSBORO|36744||32.694837|-87.585553|261.79|EMS|HALE||
HALE COUNTY HEALTH & DENTAL CENTER|WHS-H|602 CENTERVILLE ST.|GREENSBORO|36744|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|TUSCALOOSA||0
HALE COUNTY HOSPITAL|HCH|508 GREENE STREET|GREENSBORO |36744||32.694632|-87.588057|259.35|HOSPITAL|HALE||6530480
HALEBURG RESCUE SQUAD|HARS|1378 MAIN ST|HALEBURG|36319||31.41122|-85.13982|320.67|EMS|HENRY||
HALEYVILLE HEALTH CARE CENTER|HHCC|2201 ELEVENTH AVENUE|HALEYVILLE|35565||34.227848|-87.621233|929.6|NURSING HOME|WINSTON||
HANCEVILLE NURSING & REHAB CENTER, INC.|HNRC|420 MAIN STREET, NORTHEAST|HANCEVILLE|35077||34.0484|-86.7571|563.38|NURSING HOME|CULLMAN||
HANOVER HEALTH AND REHABILITATION AT BIRMINGHAM|HHRB|39 HANOVER CIRCLE|BIRMINGHAM|35205||33.506752|-86.786974|704.24|NURSING HOME|JEFFERSON||
HARPERSVILLE FIRE DEPARTMENT|HAFD|38891 HWY 25|HARPERSVILLE|35078||33.345463|-86.436889|452.88|EMS|SHELBY||
HARTFORD FIRE RESCUE |HFR|503 S 3RD AVE|HARTFORD|36344||31.098016|-85.696959|270.75|EMS|GENEVA||
HARTFORD HEALTH CARE|HHC|217 TORO ROAD|HARTFORD|36344||31.09915|-85.675333|248.77|NURSING HOME|GENEVA||
HARTSELLE MEDICAL CENTER|HAMC|201 PINE STREET NW|HARTSELLE|35640||34.445994|-86.935681|691.25|HOSPITAL|MORGAN||6530518
HARVEST MEDICAL CLINIC|HMC|5503 D HIGHWAY 53|HARVEST|35749|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|MADISON||0
HATLEY HEALTH CARE, INC.|HHCI|300 MEDICAL CENTER DRIVE|CLANTON|35045||32.854972|-86.624157|609.77|NURSING HOME|CHILTON||
HAYNES AMBULANCE ELMORE|HAE|219 COMPANY ST|WETUMPKA|36092||32.541038|-86.200866|162.13|EMS|ELMORE||
HAYNES AMBULANCE MONTGOMERY|HAM|2530 E FIFTH ST|MONTGOMERY|36107||32.360834|-86.27201|262.38|EMS|MONTGOMERY||
HAYNEVILLE FAMILY HEALTH CENTER|HSI-H|100 OAK STREET|HAYNEYVILLE|36040|000-000-0000|0|0|0|COMMUNITY HEALTH CENTERS|MONTGOMERY||0
HEADLAND FIRE RESCUE|HEFR|456 E MAIN ST|HEADLAND|36345||31.3529|-85.34184|393.77|EMS|HENRY||
HEALTH CARE, INC.|HCI|38286 US HWY 231|ASHVILLE|35953||33.872679|-86.293761|590.72|NURSING HOME|ST. CLAIR||
HEALTH SERVICES INCORPORATED|HSI|1000 Adams Avenue|Montgomery|36104||32.375446|-86.295033|292.32|COMMUNITY HEALTH CENTERS|MONTGOMERY||
HEALTHSOUTH LAKESHORE REHABILITATION HOSPITAL|HLRH|3800 RIDGEWAY DRIVE|BIRMINGHAM|35209||33.469806|-86.783889|752.77|HOSPITAL|JEFFERSON||6530220
HEALTHSOUTH REHABILITATION HOSPITAL DOTHAN|HRHD|1736 EAST MAIN STREET|DOTHAN|36301||31.218803|-85.365651|331.65|HOSPITAL|HOUSTON||6530012
HEALTHSOUTH REHABILITATION HOSPITAL OF GADSDEN|HRHG| 801 GOODYEAR AVE. |GADSDEN|35903||0|0|-1|HOSPITAL|ETOWAH||6530016
HEALTHSOUTH REHABILITATION HOSPITAL OF MONTGOMERY|HRHM| 4465 NARROW LANE ROAD|MONTGOMERY|36116||32.321461|-86.281967|207.51|HOSPITAL|MONTGOMERY||6530805
HEALTHSOUTH REHABILITATION HOSPITAL OF NORTH ALABAMA|HRHNA|107 GOVERNOR'S DRIVE |HUNTSVILLE|35801||34.719783|-86.5785|634.6|HOSPITAL|MADISON||6530005
HEALTHSOUTH SKILLED NURSING FACILITY|HSNF|1201 11TH AVENUE, SOUTH|BIRMINGHAM|35205||33.495259|-86.807162|648.71|NURSING HOME|JEFFERSON||
HEFLIN FIRE DEPARTMENT|HEFD|1335 ROSS ST|HEFLIN|36264||33.647846|-85.587247|953.97|EMS|CLEBURNE||
HELEN KELLER HOSPITAL|HKH|MONTGOMERY AVENUE |SHEFFIELD |35660||34.752685|-87.710037|527.58|HOSPITAL|COLBERT||6530880
HELENA FIRE DEPARTMENT|HEFD|816 HWY 52 E|HELENA|35080||33.288855|-86.859952|456.36|EMS|SHELBY||
HENDRIX HEALTH AND REHABILITATION|HHR|1000 HIGHWAY 33|DOUBLE SPRINGS|35553||34.163794|-87.4093|776.28|NURSING HOME|WINSTON||
HENRY COUNTY HEALTH AND REHABILITATION FACILITY|HCHRF|212 DOTHAN ROAD|ABBEVILLE|36310||31.556443|-85.253421|436.84|NURSING HOME|HENRY||
HERITAGE HEALTH CARE & REHAB., INC.|HHCRI|1101 SNOWS MILL AVENUE|TUSCALOOSA|35406||33.228158|-87.560174|223.16|NURSING HOME|TUSCALOOSA||
